YHR165C,marcotte12
YCR088W,marcotte194
YNL138W,marcotte139
YFL039C,marcotte9
YDR388W,marcotte32
YPL242C,_group30
YMR092C,_group14
YLL050C,_group14
YHR179W,marcotte372
YGR080W,_group14
YIL138C,_group14
YLR319C,marcotte309
YNL271C,_group30
YOR122C,_group30
YDR448W,marcotte7
YGR252W,marcotte7
YDR145W,marcotte7
YDR392W,marcotte7
YGL112C,marcotte7
YER148W,_group1
YER017C,marcotte257
YMR089C,marcotte257
YDR085C,_group30
YHR107C,marcotte47
YDL178W,_group30
YIL079C,marcotte91
YOL115W,marcotte91
YBR059C,_group364
YGL213C,marcotte109
YDR264C,marcotte192
YJR086W,_group30
YOR212W,marcotte192
YEL036C,marcotte36
YPL050C,marcotte36
YJR075W,marcotte36
YLR102C,marcotte23
YNL172W,marcotte23
YDL008W,marcotte377
YDR118W,marcotte23
YFR036W,marcotte23
YGL240W,marcotte23
YKL022C,marcotte23
YHR166C,marcotte23
YLR127C,marcotte23
YOR249C,marcotte23
YBR217W,_group85
YLR423C,marcotte105
YBR128C,_group152
YPL120W,marcotte131
YNL182C,marcotte78
YKL135C,marcotte68
YPR029C,marcotte68
YPL259C,marcotte68
YLL018C,_group115
YBL037W,marcotte129
YOL062C,marcotte129
YJR005W,_group160
YJR058C,marcotte129
YGR261C,marcotte99
YPL195W,marcotte99
YHL019C,marcotte68
YBR288C,marcotte99
YJL024C,marcotte99
YGL105W,marcotte137
YGR264C,marcotte137
YGL245W,marcotte137
YIL062C,marcotte46
YNR035C,marcotte46
YKL013C,marcotte46
YJR065C,marcotte46
YLR370C,marcotte46
YBR234C,marcotte46
YDL029W,marcotte46
YML099C,_group69
YMR042W,_group69
YDL167C,_group41
YPL174C,_group348
YER011W,_group41
YMR294W,_group348
YDR225W,marcotte171
YJL081C,marcotte9
YDR184C,_group30
Q0130,_group197
YBL099W,marcotte185
Q0085,_group197
YJR121W,marcotte185
YDR298C,marcotte329
YBR039W,_group197
YDL004W,_group197
YDR322C-A,_group197
YDR377W,_group197
YPL078C,_group197
YBL078C,_group373
YNL223W,_group373
YJL095W,_group16
YPL140C,_group16
YOR231W,_group16
YIL033C,marcotte97
YPL203W,marcotte97
YKL166C,marcotte97
YJL164C,marcotte97
YGR047C,marcotte67
YNL039W,_group1
YBR200W,_group30
YLR229C,_group30
YHL007C,_group30
YDR103W,_group30
YER114C,marcotte366
YGR152C,_group30
YJL157C,_group30
YIL004C,_group9
YPR181C,marcotte120
YIL109C,_group9
YKR068C,marcotte25
YOR115C,marcotte25
YML077W,marcotte25
YMR218C,marcotte25
YJL031C,marcotte356
YPR176C,marcotte356
YGR166W,marcotte25
YDR472W,marcotte25
YDR246W,marcotte25
YDR108W,marcotte25
YDR407C,marcotte25
YJR053W,marcotte285
YML064C,marcotte285
YCL029C,_group39
YML085C,marcotte260
