YEL017W,nuclear periphery
YEL018W,nucleus
YEL019C,cytoplasm,nucleus
YEL020C,cytoplasm
YEL022W,cytoplasm,early Golgi
YEL024W,mitochondrion
YEL025C,cytoplasm,nucleus
YEL027W,ER
YEL029C,cytoplasm,nucleus
YEL031W,ER
YEL036C,Golgi
YEL037C,cytoplasm,nucleus
YEL038W,cytoplasm,nucleus
YEL039C,cytoplasm
YEL040W,ER
YEL042W,Golgi
YEL043W,ER
YEL044W,nucleus
YEL046C,cytoplasm,nucleus
YEL047C,cytoplasm,nucleus
YEL048C,late Golgi
YEL050C,cytoplasm,nucleus
YEL051W,vacuolar membrane
YEL052W,mitochondrion
YEL053C,cytoplasm
YEL054C,cytoplasm
YEL055C,nucleolus,nucleus
YEL058W,cytoplasm,nucleus
YEL059C-A,cytoplasm
YEL060C,cytoplasm,punctate composite
YEL061C,spindle pole,microtubule
YEL063C,cell periphery,vacuole
YEL065W,vacuole
YEL066W,cytoplasm,nucleus
YEL071W,cytoplasm,nucleus
YER001W,vacuole
YER002W,nucleolus,nucleus
YER003C,cytoplasm,nucleus
YER004W,ER
YER005W,Golgi,early Golgi
YER006W,nucleolus,nucleus
YER007C-A,cytoplasm
YER008C,bud neck,cell periphery,bud
YER011W,ER
YER013W,cytoplasm,nucleus
YER014W,mitochondrion
YER016W,microtubule
YER017C,mitochondrion
YER018C,spindle pole
YER019C-A,ER
YER020W,cell periphery
YER021W,cytoplasm,nucleus
YER022W,nucleus
YER023W,cytoplasm
YER024W,cytoplasm
YER025W,cytoplasm
YER027C,cytoplasm
YER028C,cytoplasm,nucleus
YER029C,nucleus
YER030W,nucleus
YER031C,cytoplasm,nucleus
YER032W,bud neck
YER033C,cytoplasm
YER034W,cytoplasm,nucleus
YER035W,cytoplasm,nucleus
YER036C,cytoplasm
YER037W,cytoplasm,nucleus
YER038C,cytoplasm,nucleus
YER040W,cytoplasm,nucleus
YER042W,cytoplasm,nucleus
YER043C,cytoplasm
YER044C,ER
YER047C,cytoplasm
YER048W-A,mitochondrion
YER049W,nucleus
YER052C,cytoplasm
YER053C,mitochondrion
YER053C-A,ER
YER054C,cytoplasm,punctate composite
YER056C,vacuole
YER056C-A,cytoplasm
YER059W,cytoplasm,nucleus
YER061C,mitochondrion
YER062C,cytoplasm,nucleus
YER063W,nucleus
YER064C,nucleus
YER067W,cytoplasm,nucleus
YER068W,cytoplasm
YER069W,mitochondrion
YER071C,punctate composite
YER072W,ER
YER073W,mitochondrion
YER074W,cytoplasm
YER075C,cytoplasm
YER077C,mitochondrion
YER078C,mitochondrion
YER079W,cytoplasm,nucleus
YER080W,mitochondrion
YER081W,cytoplasm
YER083C,ER
YER084W,cytoplasm,nucleus
YER086W,mitochondrion
YER088C,cytoplasm,nucleus
YER089C,cytoplasm,nucleus
YER090W,cytoplasm
YER091C,cytoplasm
YER092W,nucleus
YER095W,cytoplasm,nucleus
YER098W,cytoplasm
YER099C,cytoplasm
YER100W,ER
YER101C,cytoplasm
YER102W,cytoplasm
YER103W,cytoplasm
YER104W,cytoplasm,nucleus
YER105C,nuclear periphery
YER107C,cytoplasm,nuclear periphery
YER110C,cytoplasm,nucleus
YER111C,cytoplasm,nucleus
YER112W,cytoplasm,nucleus
YER113C,Golgi,early Golgi
YER114C,bud neck,cytoplasm,cell periphery,punctate composite,bud
YER116C,cytoplasm,nucleus
YER117W,nucleus
YER118C,bud neck,cytoplasm,cell periphery
YER120W,ER
YER122C,Golgi,early Golgi
YER123W,vacuole
YER124C,bud neck
YER126C,cytoplasm
YER129W,cytoplasm
YER131W,cytoplasm
YER132C,cytoplasm
YER133W,cytoplasm,nucleus,punctate composite
YER134C,cytoplasm,nucleus
YER136W,cytoplasm
YER139C,cytoplasm
YER141W,mitochondrion
YER142C,cytoplasm,nucleus
YER143W,cytoplasm
YER145C,cell periphery
YER147C,cytoplasm,nucleus
YER148W,nucleus
YER149C,cell periphery,bud
YER150W,vacuole
YER151C,cytoplasm
YER152C,cytoplasm,nucleus
YER153C,mitochondrion
YER154W,mitochondrion
YER155C,bud neck,cytoplasm
YER156C,cytoplasm,nucleus
YER157W,Golgi,early Golgi
YER159C,nucleus
YER161C,nucleus
YER162C,cytoplasm,nucleus
YER163C,cytoplasm,nucleus
YER164W,nucleus
YER165W,cytoplasm
YER166W,late Golgi
YER167W,cytoplasm,nucleus
YER168C,cytoplasm
YER169W,nucleus
YER170W,mitochondrion
YER171W,cytoplasm,nucleus
YER172C,cytoplasm,nucleus
YER173W,cytoplasm,nucleus
YER174C,cytoplasm,nucleus
YER175C,cytoplasm
YER176W,cytoplasm
YER177W,cytoplasm
YER178W,mitochondrion
YER182W,mitochondrion
YFL001W,nucleus
YFL002C,nucleolus,nucleus
YFL004W,ER
YFL006W,cytoplasm,nucleus
YFL007W,cytoplasm,nucleus
YFL008W,cytoplasm,nucleus
YFL010C,cytoplasm,nucleus
YFL013C,nucleus
YFL014W,cytoplasm,nucleus
YFL016C,mitochondrion
YFL017C,cytoplasm,nucleus
YFL017W-A,nucleus
YFL018C,mitochondrion
YFL021W,cytoplasm,nucleus
YFL023W,cytoplasm
YFL024C,nucleus
YFL025C,ER
YFL026W,vacuole
YFL027C,mitochondrion
YFL028C,cytoplasm,nucleus
YFL029C,cytoplasm
YFL031W,cytoplasm,nucleus
YFL033C,cytoplasm
YFL034C-A,cytoplasm
YFL034C-B,cytoplasm,cell periphery
YFL036W,punctate composite
YFL041W,vacuolar membrane
YFL044C,cytoplasm,nucleus
YFL045C,cytoplasm,nucleus
YFL046W,mitochondrion
YFL047W,bud neck,cytoplasm,cell periphery
YFL048C,vacuolar membrane
YFL049W,nucleus
YFL062W,vacuole
YFR001W,nucleolus,nucleus
YFR002W,nuclear periphery
YFR004W,cytoplasm,nucleus
YFR005C,cytoplasm,nucleus
YFR006W,cytoplasm
YFR009W,cytoplasm
YFR010W,cytoplasm,nucleus
YFR011C,cytoplasm,mitochondrion
YFR013W,nucleus
YFR014C,cytoplasm
YFR015C,cytoplasm,punctate composite
YFR016C,cytoplasm,bud
YFR017C,cytoplasm
YFR019W,vacuolar membrane
YFR024C,actin
YFR024C-A,bud neck,cytoplasm,mitochondrion,cell periphery
YFR025C,cytoplasm
YFR027W,cytoplasm,nucleus
YFR028C,nucleolus
YFR030W,cytoplasm
YFR031C,cytoplasm,nucleus
YFR031C-A,cytoplasm
YFR032C-A,cytoplasm
YFR033C,cytoplasm
YFR034C,cytoplasm,nucleus
YFR036W,nucleus
YFR037C,nucleus
YFR040W,cytoplasm
YFR041C,ER
YFR044C,cytoplasm,mitochondrion
YFR046C,nucleus
YFR047C,cytoplasm,nucleus
YFR049W,mitochondrion
YFR050C,cytoplasm,nucleus
YFR051C,Golgi,early Golgi
YFR052W,nucleus
YFR053C,cytoplasm
YGL001C,ER
YGL004C,cytoplasm
YGL005C,Golgi
YGL006W,vacuolar membrane
YGL008C,cell periphery,vacuole
YGL009C,cytoplasm,nucleus
YGL010W,ER
YGL011C,cytoplasm,nucleus
YGL012W,ER
YGL013C,nucleus
YGL014W,cytoplasm
YGL016W,cytoplasm,nuclear periphery,nucleus
YGL017W,cytoplasm
YGL018C,mitochondrion
YGL019W,cytoplasm,nucleus
YGL020C,ER
YGL022W,ER
YGL023C,vacuolar membrane
YGL025C,nucleus
YGL026C,cytoplasm,nucleus
YGL029W,nucleus
YGL031C,cytoplasm
YGL032C,vacuole
YGL035C,cytoplasm,nucleus
YGL036W,cytoplasm
YGL037C,peroxisome
YGL038C,Golgi
YGL039W,cytoplasm
YGL040C,cytoplasm,nucleus
YGL043W,nucleus
YGL046W,cytoplasm,nucleus
YGL047W,ER
YGL048C,nucleus
YGL049C,cytoplasm
YGL054C,ER,vacuole
YGL055W,ER
YGL056C,cytoplasm,nucleus
YGL057C,mitochondrion
YGL058W,cytoplasm,nucleus
YGL059W,mitochondrion
YGL060W,cytoplasm
YGL061C,spindle pole
YGL062W,cytoplasm
YGL064C,mitochondrion
YGL065C,ER
YGL066W,nucleus
YGL067W,cytoplasm,nucleus
YGL068W,mitochondrion
YGL070C,nucleus
YGL071W,cytoplasm,nucleus
YGL073W,nucleus
YGL075C,spindle pole
YGL076C,cytoplasm
YGL077C,cell periphery,bud
YGL078C,nucleolus,nucleus
YGL079W,endosome
YGL080W,mitochondrion
YGL082W,cytoplasm,nucleus
YGL083W,late Golgi
YGL084C,ER
YGL085W,mitochondrion
YGL086W,nuclear periphery
YGL087C,cytoplasm,nucleus
YGL090W,cytoplasm,nucleus
YGL091C,cytoplasm,nucleus
YGL092W,nuclear periphery
YGL093W,spindle pole
YGL094C,cytoplasm
YGL095C,early Golgi,late Golgi
YGL097W,nucleus
YGL098W,lipid particle
YGL099W,cytoplasm
YGL101W,cytoplasm,nucleus
YGL105W,cytoplasm
YGL107C,mitochondrion
YGL108C,cell periphery
YGL110C,cytoplasm
YGL111W,nucleolus,nucleus
YGL112C,nucleus
YGL113W,cytoplasm,nucleus
YGL115W,cytoplasm
YGL116W,cytoplasm,nucleus
YGL119W,mitochondrion
YGL120C,nucleolus
YGL122C,nucleus
YGL124C,late Golgi
YGL125W,cytoplasm,nucleus
YGL126W,ER
YGL127C,nucleus
YGL128C,cytoplasm,nucleus
YGL129C,mitochondrion
YGL130W,cytoplasm,nucleus
YGL131C,cytoplasm,nucleus
YGL133W,nucleus
YGL134W,cytoplasm
YGL135W,cytoplasm
YGL137W,Golgi,early Golgi
YGL139W,cell periphery
YGL141W,cytoplasm,nucleus
YGL143C,mitochondrion
YGL145W,ER
YGL147C,cytoplasm
YGL148W,cytoplasm
YGL150C,nucleus
YGL151W,nucleus
YGL153W,peroxisome
YGL155W,cytoplasm,nucleus
YGL156W,punctate composite
YGL157W,cytoplasm,nucleus
YGL161C,cytoplasm
YGL162W,cytoplasm,nucleus
YGL163C,cytoplasm,nucleus
YGL164C,cytoplasm
YGL166W,cytoplasm,nucleus
YGL167C,ER
YGL169W,cytoplasm
YGL172W,nuclear periphery
YGL173C,cytoplasm
YGL174W,cytoplasm,nucleus
YGL175C,cytoplasm,nucleus
YGL178W,cytoplasm
YGL180W,punctate composite
YGL181W,cytoplasm,actin
YGL184C,cytoplasm,nucleus
YGL185C,cytoplasm
YGL186C,ER
YGL187C,mitochondrion
YGL189C,cytoplasm
YGL190C,cytoplasm
YGL194C,cytoplasm,nucleus
YGL195W,cytoplasm
YGL197W,cytoplasm
YGL200C,punctate composite
YGL201C,cytoplasm,nucleus
YGL202W,cytoplasm
YGL203C,punctate composite
YGL206C,late Golgi
YGL207W,nucleus
YGL209W,nucleus
YGL210W,cytoplasm,nucleus
YGL211W,mitochondrion
YGL212W,cytoplasm,vacuole
YGL213C,cytoplasm
YGL216W,microtubule
YGL219C,mitochondrion,punctate composite
YGL220W,cytoplasm,nucleus
YGL221C,cytoplasm,mitochondrion
YGL222C,cytoplasm
YGL223C,early Golgi
YGL225W,punctate composite,Golgi,early Golgi
YGL226C-A,ER
YGL226W,mitochondrion
YGL227W,cytoplasm,nucleus
YGL229C,cytoplasm
YGL231C,ER
YGL232W,cytoplasm,nucleus
YGL233W,bud neck,cytoplasm,cell periphery
YGL234W,cytoplasm
YGL237C,nucleus
YGL238W,cytoplasm,nucleus
YGL240W,cytoplasm,nucleus
YGL241W,cytoplasm,nucleus
YGL244W,nucleus
YGL245W,cytoplasm
YGL246C,nucleus
YGL247W,nuclear periphery
YGL250W,cytoplasm,nucleus
YGL252C,cytoplasm
YGL253W,cytoplasm
YGL254W,cytoplasm,nucleus
YGL255W,ER
YGL256W,mitochondrion
YGR001C,cytoplasm
YGR002C,nucleus
YGR003W,cytoplasm,nucleus
YGR007W,cytoplasm,nucleus
YGR008C,cytoplasm,nucleus
YGR010W,cytoplasm,nucleus
YGR012W,mitochondrion
YGR013W,cytoplasm,nucleus
YGR014W,vacuole
YGR015C,mitochondrion
YGR017W,cytoplasm,nucleus
YGR019W,cytoplasm
YGR020C,vacuolar membrane
YGR021W,mitochondrion
YGR024C,cytoplasm,nucleus
YGR026W,cell periphery
YGR027C,cytoplasm
YGR028W,mitochondrion
YGR030C,nucleus
YGR031W,mitochondrion
YGR033C,mitochondrion
YGR034W,cytoplasm
YGR036C,ER
YGR037C,cytoplasm,nucleus
YGR038W,ER
YGR040W,cytoplasm,nucleus
YGR041W,bud neck,bud
YGR042W,cytoplasm,nucleus
YGR043C,nucleus
YGR044C,cytoplasm,nucleus
YGR046W,mitochondrion
YGR047C,cytoplasm,nucleus
YGR048W,cytoplasm,nucleus
YGR049W,mitochondrion
YGR052W,cytoplasm,nucleus
YGR055W,vacuole
YGR058W,cytoplasm,nucleus
YGR060W,ER,vacuole
YGR061C,cytoplasm
YGR062C,mitochondrion
YGR063C,nucleus
YGR065C,cell periphery,bud
YGR071C,nucleus
YGR072W,cytoplasm
YGR074W,nucleus
YGR075C,nucleus
YGR076C,mitochondrion
YGR078C,cytoplasm
YGR080W,actin
YGR081C,nucleolus,nucleus
YGR082W,mitochondrion
YGR083C,cytoplasm
YGR084C,mitochondrion
YGR085C,cytoplasm
YGR086C,punctate composite
YGR087C,cytoplasm
YGR088W,cytoplasm
YGR089W,ER
YGR090W,nucleolus,nucleus
YGR091W,cytoplasm,nucleus
YGR092W,bud neck,cytoplasm
YGR093W,nucleus
YGR094W,cytoplasm
YGR095C,cytoplasm,nucleolus,nucleus
YGR096W,mitochondrion
YGR097W,cytoplasm
YGR098C,cytoplasm,nucleus
YGR100W,cytoplasm
YGR101W,mitochondrion
YGR102C,mitochondrion
YGR103W,nucleolus,nucleus
YGR104C,nucleus
YGR105W,vacuole
YGR106C,vacuolar membrane
YGR108W,nucleus
YGR111W,cytoplasm,nucleus
YGR112W,mitochondrion
YGR116W,nucleus
YGR117C,cytoplasm
YGR118W,cytoplasm
YGR119C,nuclear periphery
YGR120C,Golgi,early Golgi
YGR121C,cell periphery
YGR122W,cytoplasm
YGR123C,cytoplasm
YGR124W,cytoplasm
YGR125W,vacuole
YGR126W,cytoplasm,nucleus
YGR128C,nucleolus
YGR129W,nucleus
YGR130C,punctate composite
YGR132C,mitochondrion
YGR133W,peroxisome
YGR134W,cytoplasm
YGR135W,cytoplasm,nucleus
YGR136W,cytoplasm,nucleus
YGR138C,cell periphery
YGR140W,nucleus,spindle pole,microtubule
YGR142W,cytoplasm
YGR147C,mitochondrion
YGR148C,cytoplasm
YGR150C,mitochondrion
YGR151C,cytoplasm,nucleus
YGR152C,cytoplasm,nucleus
YGR155W,cytoplasm
YGR156W,nucleus
YGR157W,ER
YGR158C,cytoplasm,nucleus
YGR159C,nucleolus
YGR161C,cytoplasm,nucleus
YGR162W,cytoplasm
YGR163W,vacuolar membrane
YGR165W,mitochondrion
YGR166W,punctate composite
YGR167W,late Golgi
YGR171C,mitochondrion
YGR173W,cytoplasm
YGR174C,mitochondrion
YGR175C,ER
YGR177C,ER
YGR178C,cytoplasm,nucleus
YGR179C,spindle pole
YGR180C,cytoplasm,nucleus
YGR183C,mitochondrion
YGR185C,cytoplasm
YGR186W,nucleus
YGR187C,cytoplasm
YGR188C,nucleus,spindle pole,microtubule
YGR189C,cytoplasm
YGR191W,ER,cell periphery,vacuole,bud
YGR192C,cytoplasm,nucleus
YGR193C,mitochondrion
YGR194C,cytoplasm
YGR195W,nucleolus,nucleus
YGR198W,punctate composite
YGR200C,cytoplasm
YGR202C,nuclear periphery
YGR203W,cytoplasm,nucleus
YGR204W,cytoplasm,nucleus
YGR205W,cytoplasm,nucleus
YGR206W,endosome
YGR207C,mitochondrion
YGR208W,cytoplasm,nucleus
YGR209C,cytoplasm,nucleus
YGR210C,cytoplasm
YGR211W,cytoplasm,nucleus
YGR214W,cytoplasm
YGR215W,mitochondrion
YGR217W,cytoplasm
YGR218W,nucleus
YGR219W,cytoplasm,nucleus
YGR220C,mitochondrion
YGR222W,mitochondrion
YGR229C,punctate composite,late Golgi
YGR231C,mitochondrion
YGR232W,cytoplasm,nucleus
YGR233C,cytoplasm,nucleus
YGR234W,cytoplasm
YGR235C,mitochondrion
YGR237C,cytoplasm
YGR238C,cell periphery,bud
YGR239C,peroxisome
YGR240C,cytoplasm
YGR241C,bud neck,cell periphery,bud
YGR243W,mitochondrion
YGR244C,mitochondrion
YGR246C,nucleus
YGR247W,late Golgi
YGR248W,cytoplasm,nucleus
YGR250C,cytoplasm
YGR251W,nucleolus,nucleus
YGR252W,nucleus
YGR253C,cytoplasm,nucleus
YGR254W,cytoplasm
YGR255C,mitochondrion,punctate composite
YGR257C,mitochondrion
YGR258C,cytoplasm,nucleus
YGR260W,ER
YGR261C,punctate composite,Golgi,early Golgi
YGR262C,cytoplasm,nucleus
YGR263C,ER
YGR264C,cytoplasm
YGR266W,ER
YGR267C,cytoplasm,nucleus
YGR268C,cytoplasm,nucleus
YGR269W,cytoplasm,nucleus
YGR270W,nucleus
YGR271C-A,nucleolus
YGR271W,cytoplasm
YGR272C,cytoplasm,nucleus
YGR274C,nucleus
YGR275W,nucleus
YGR277C,cytoplasm
YGR278W,cytoplasm,nucleus
YGR279C,vacuole
YGR280C,nucleolus
YGR281W,cell periphery
YGR282C,vacuole
YGR283C,nucleolus
YGR284C,ER
YGR285C,cytoplasm
YGR286C,mitochondrion
YGR295C,vacuole
YHL001W,cytoplasm
YHL002W,endosome
YHL003C,ER
YHL004W,mitochondrion
YHL007C,cytoplasm,bud
YHL008C,vacuole
YHL009C,cytoplasm,nucleus
YHL011C,cytoplasm
YHL013C,cytoplasm
YHL014C,mitochondrion
YHL017W,late Golgi
YHL018W,mitochondrion
YHL019C,late Golgi
YHL020C,nuclear periphery
YHL021C,mitochondrion
YHL025W,nucleus
YHL027W,cytoplasm
YHL028W,vacuole
YHL029C,cytoplasm
YHL030W,cytoplasm,nucleus
YHL032C,mitochondrion,punctate composite
YHL033C,cytoplasm
YHL034C,cytoplasm
YHL036W,vacuole
YHL038C,mitochondrion
YHL039W,cytoplasm
YHL040C,vacuole,endosome
YHR001W-A,mitochondrion
YHR003C,mitochondrion
YHR004C,punctate composite
YHR005C,cell periphery
YHR006W,cytoplasm,nucleus
YHR007C,ER
YHR008C,mitochondrion
YHR009C,cytoplasm,nucleus
YHR010W,cytoplasm,nucleolus
YHR011W,mitochondrion,punctate composite
YHR013C,cytoplasm
YHR015W,cytoplasm
YHR018C,cytoplasm
YHR021C,cytoplasm
YHR023W,bud neck
YHR024C,mitochondrion
YHR026W,ER,vacuole
YHR027C,cytoplasm,nucleus
YHR030C,cytoplasm,nucleus
YHR031C,cytoplasm,nucleus
YHR034C,cytoplasm,nucleus
YHR036W,ER
YHR037W,mitochondrion
YHR038W,mitochondrion
YHR039C,ER
YHR039C-A,vacuolar membrane
YHR040W,cytoplasm,nucleus
YHR041C,cytoplasm,nucleus
YHR042W,ER
YHR043C,cytoplasm,nucleus
YHR045W,ER
YHR046C,cytoplasm,nucleus
YHR047C,cytoplasm,nucleus
YHR049W,cytoplasm,nucleus
YHR051W,mitochondrion
YHR052W,nucleolus,nucleus
YHR053C,cytoplasm
YHR055C,cytoplasm,nucleus
YHR058C,cytoplasm,nucleus
YHR059W,mitochondrion
YHR060W,ER
YHR061C,cytoplasm,nucleus
YHR062C,nucleus
YHR063C,cytoplasm
YHR064C,cytoplasm
YHR066W,nucleolus,nucleus
YHR067W,mitochondrion
YHR068W,cytoplasm
YHR069C,cytoplasm,nucleolus,nucleus
YHR070W,cytoplasm,nucleus
YHR072W,lipid particle
YHR072W-A,nucleolus
YHR074W,cytoplasm,nucleus
YHR077C,cytoplasm
YHR079C,ER
YHR082C,cytoplasm
YHR083W,mitochondrion
YHR084W,nucleus
YHR085W,nucleus
YHR086W,cytoplasm,nucleus
YHR087W,cytoplasm,nucleus
YHR089C,nucleolus
YHR090C,nucleus
YHR097C,cytoplasm,nucleus
YHR098C,ER to Golgi
YHR101C,ER
YHR102W,cytoplasm
YHR103W,cytoplasm
YHR104W,cytoplasm,nucleus
YHR105W,endosome
YHR106W,mitochondrion
YHR107C,bud neck,cell periphery
YHR108W,late Golgi
YHR110W,ER
YHR111W,cytoplasm
YHR112C,cytoplasm
YHR113W,cytoplasm
YHR114W,actin
YHR116W,cytoplasm
YHR117W,mitochondrion
YHR118C,cytoplasm,nucleus
YHR119W,nucleus
YHR120W,mitochondrion
YHR121W,cytoplasm,nucleus
YHR122W,cytoplasm
YHR123W,punctate composite,Golgi
YHR127W,nucleus
YHR131C,cytoplasm
YHR132C,vacuole
YHR132W-A,cytoplasm,nucleus
YHR133C,nuclear periphery
YHR135C,cytoplasm,nucleus
YHR136C,punctate composite
YHR137W,cytoplasm,nucleus
YHR140W,vacuole
YHR141C,cytoplasm
YHR142W,bud neck,cytoplasm,vacuole,bud
YHR143W-A,cytoplasm,nucleolus
YHR144C,cytoplasm
YHR146W,cell periphery
YHR147C,cell periphery
YHR149C,bud neck,cytoplasm,cell periphery,bud
YHR152W,nucleus
YHR154W,nucleus
YHR155W,mitochondrion
YHR156C,nucleus
YHR158C,bud neck,cell periphery,bud
YHR159W,cytoplasm
YHR161C,bud neck,cell periphery,bud
YHR162W,mitochondrion
YHR163W,cytoplasm,nucleus
YHR164C,nucleus
YHR165C,cytoplasm,nucleus
YHR166C,nucleus
YHR167W,cytoplasm,nucleus
YHR169W,nucleolus,nucleus
YHR170W,cytoplasm
YHR172W,spindle pole
YHR174W,cytoplasm
YHR175W,ER
YHR178W,cytoplasm,nucleus
YHR179W,cytoplasm,nucleus
YHR181W,ER
YHR182W,cytoplasm,cell periphery
YHR183W,cytoplasm
YHR186C,vacuolar membrane
YHR187W,cytoplasm
YHR189W,mitochondrion
YHR190W,ER
YHR192W,cytoplasm
YHR193C,cytoplasm
YHR194W,nucleus
YHR195W,nucleus,spindle pole
YHR196W,nucleolus
YHR197W,nucleus
YHR198C,mitochondrion
YHR199C,mitochondrion
YHR200W,cytoplasm,nucleus
YHR201C,cytoplasm,nucleus
YHR202W,vacuole
YHR203C,cytoplasm
YHR204W,cytoplasm
YHR205W,cytoplasm
YHR206W,nucleus
YHR207C,cytoplasm,nucleus
YHR215W,vacuole
YHR216W,cytoplasm
YIL001W,cytoplasm
YIL002C,cytoplasm
YIL005W,vacuole
YIL007C,cytoplasm
YIL008W,cytoplasm,nucleus
YIL009W,cell periphery
YIL010W,nucleus
YIL015W,vacuole
YIL016W,ER
YIL017C,cytoplasm,nucleus
YIL019W,cytoplasm,nucleus
YIL020C,cytoplasm,nucleus
YIL021W,nucleus
YIL022W,mitochondrion
YIL026C,nucleus
YIL027C,ER
YIL030C,ER
YIL031W,mitochondrion
YIL033C,cytoplasm,nucleus
YIL034C,actin
YIL035C,cytoplasm,nucleus
YIL036W,nucleus
YIL037C,vacuole
YIL038C,cytoplasm
YIL039W,ER
YIL040W,ER
YIL041W,cytoplasm
YIL042C,mitochondrion
YIL043C,ER
YIL044C,late Golgi
YIL045W,cytoplasm,punctate composite
YIL046W,cytoplasm,nucleus
YIL047C,vacuolar membrane
YIL048W,early Golgi
YIL050W,cytoplasm
YIL051C,mitochondrion
YIL052C,cytoplasm
YIL053W,cytoplasm,nucleus
YIL056W,cytoplasm,nucleus
YIL057C,cytoplasm
YIL061C,cytoplasm,nucleus
YIL062C,actin
YIL063C,nucleus
YIL064W,cytoplasm
YIL066C,cytoplasm
YIL067C,vacuole
YIL068C,bud neck,cell periphery,bud
YIL069C,cytoplasm
YIL070C,mitochondrion
YIL071C,cytoplasm
YIL074C,cytoplasm
YIL075C,cytoplasm,nucleus
YIL076W,Golgi,early Golgi
YIL077C,mitochondrion
YIL078W,cytoplasm
YIL079C,cytoplasm,nucleus
YIL083C,cytoplasm,nucleus
YIL084C,nucleus
YIL087C,mitochondrion
YIL088C,ER
YIL090W,ER
YIL091C,nucleolus,nucleus
YIL092W,cytoplasm,nucleus
YIL093C,mitochondrion
YIL094C,mitochondrion
YIL095W,actin
YIL096C,nucleolus,nucleus
YIL097W,cytoplasm,nucleus
YIL098C,mitochondrion
YIL101C,nucleus
YIL103W,cytoplasm
YIL104C,nucleus
YIL105C,punctate composite
YIL106W,cytoplasm,spindle pole
YIL107C,cytoplasm
YIL108W,cytoplasm
YIL109C,ER to Golgi
YIL110W,cytoplasm,nucleus
YIL111W,mitochondrion
YIL112W,nucleus
YIL113W,mitochondrion
YIL114C,mitochondrion
YIL115C,nuclear periphery
YIL116W,cytoplasm
YIL117C,vacuole
YIL119C,cytoplasm,nucleus
YIL121W,cell periphery
YIL122W,nucleus
YIL123W,vacuole
YIL124W,ER
YIL125W,mitochondrion
YIL126W,nucleus
YIL127C,nucleolus
YIL128W,cytoplasm
YIL130W,nucleus
YIL131C,nucleus
YIL132C,cytoplasm,nucleus
YIL133C,cytoplasm
YIL135C,cytoplasm
YIL136W,mitochondrion
YIL137C,cytoplasm
YIL138C,cytoplasm
YIL140W,bud neck,cell periphery,vacuole,bud
YIL143C,nucleus
YIL144W,spindle pole
YIL145C,cytoplasm,nucleus
YIL147C,cell periphery
YIL148W,cytoplasm,nucleus
YIL149C,nuclear periphery
YIL150C,cytoplasm,nucleus
YIL153W,cytoplasm,nucleus
YIL154C,cytoplasm
YIL155C,mitochondrion
YIL156W,cytoplasm
YIL157C,mitochondrion
YIL158W,vacuole
YIL159W,bud neck
YIL161W,cytoplasm
YIL172C,cytoplasm
YIL173W,endosome
YIR001C,cytoplasm
YIR002C,cytoplasm,nucleus
YIR003W,actin
YIR004W,ER
YIR005W,cytoplasm,nucleus
YIR006C,punctate composite
YIR007W,cytoplasm
YIR009W,cytoplasm,nucleus
YIR010W,spindle pole
YIR011C,cytoplasm,nucleus
YIR012W,cytoplasm,nucleus
YIR014W,vacuole
YIR015W,nucleus
YIR017C,cytoplasm,nucleus
YIR018W,cytoplasm,nucleus
YIR021W,mitochondrion
YIR022W,ER
YIR023W,nucleus
YIR024C,mitochondrion
YIR026C,cytoplasm
YIR034C,cytoplasm,nucleus
YIR035C,cytoplasm
YIR036C,cytoplasm
YIR037W,cytoplasm
YJL001W,nucleus
YJL002C,ER
YJL004C,early Golgi
YJL006C,nucleus
YJL010C,nucleolus,nucleus
YJL011C,nucleus
YJL012C-A,ER
YJL013C,cytoplasm,nucleus
YJL016W,cytoplasm
YJL017W,cytoplasm
YJL018W,spindle pole
YJL021C,actin
YJL024C,punctate composite,early Golgi
YJL025W,nucleolus
YJL026W,cytoplasm,nucleus
YJL029C,punctate composite,early Golgi
YJL030W,cytoplasm,nucleus
YJL033W,nucleolus
YJL035C,cytoplasm,nucleus
YJL036W,endosome
YJL039C,nuclear periphery
YJL041W,nuclear periphery
YJL042W,cytoplasm
YJL043W,mitochondrion
YJL044C,late Golgi
YJL047C,cytoplasm,nucleus
YJL048C,nuclear periphery
YJL050W,nucleolus,nucleus
YJL052W,cytoplasm,nucleus
YJL053W,endosome
YJL054W,mitochondrion
YJL055W,cytoplasm,nucleus
YJL056C,cytoplasm,nucleus
YJL058C,cytoplasm
YJL060W,cytoplasm,mitochondrion
YJL061W,nuclear periphery
YJL062W,ER
YJL062W-A,mitochondrion
YJL063C,mitochondrion
YJL065C,nucleus
YJL066C,mitochondrion
YJL068C,cytoplasm
YJL069C,nucleolus
YJL070C,cytoplasm
YJL071W,mitochondrion
YJL074C,nucleus
YJL076W,nucleolus
YJL078C,ER
YJL079C,vacuole
YJL080C,ER
YJL081C,nucleus
YJL082W,cytoplasm,nucleus
YJL084C,cytoplasm
YJL085W,bud neck,cell periphery,bud
YJL087C,cytoplasm
YJL088W,cytoplasm,nucleus
YJL090C,cytoplasm,nucleus
YJL091C,ER
YJL092W,nucleus
YJL095W,cytoplasm
YJL096W,mitochondrion
YJL097W,ER,vacuole
YJL098W,cytoplasm
YJL099W,late Golgi
YJL101C,cytoplasm
YJL102W,mitochondrion
YJL104W,mitochondrion
