40,YGR120C,COG2
40,YER157W,COG3
40,YPR105C,COG4
40,YNL051W,COG5
40,YNL041C,COG6
40,YGL005C,COG7
40,YML071C,COG8
18,YDL145C,COP1
200,YBL045C,COR1
382,YDR231C,COX20
271,YGL187C,COX4
271,YNL052W,COX5A
244,YOR303W,CPA1
244,YJR109C,CPA2
277,YLR216C,CPR6
316,YGR218W,CRM1
33,YLR429W,CRN1
130,YHR146W,CRP1
27,YOL063C,CRT10
5,YNR010W,CSE2
45,YMR025W,CSI1
10,YNL232W,CSL4
287,YMR048W,CSM3
45,YDR179C,CSN9
48,YMR078C,CTF18
24,YPL018W,CTF19
24,YLR381W,CTF3
85,YPR135W,CTF4
296,YHR191C,CTF8
22,YPL181W,CTI6
152,YKL139W,CTK1
152,YJL006C,CTK2
152,YML112W,CTK3
15,YOL145C,CTR9
215,YMR240C,CUS1
138,YNL286W,CUS2
16,YDL209C,CWC2
16,YGR278W,CWC22
16,YGL128C,CWC23
279,YBR112C,CYC8
114,YDL117W,CYK3
139,YJL005W,CYR1
41,YDR016C,DAD1
41,YKR083C,DAD2
41,YBR233W-A,DAD3
41,YGR113W,DAM1
186,YGR092W,DBF2
186,YPR111W,DBF20
2,YDR052C,DBF4
44,YDL031W,DBP10
124,YNL112W,DBP2
6,YGL078C,DBP3
383,YKL149C,DBR1
296,YCL016C,DCC1
104,YOL149W,DCP1
104,YNL118C,DCP2
226,YLR270W,DCS1
226,YOR173W,DCS2
191,YPL194W,DDC1
19,YOR204W,DED1
22,YAL013W,DEP1
21,YDL160C,DHH1
156,YKL078W,DHR2
12,YPR082C,DIB1
87,YPL049C,DIG1
87,YDR480W,DIG2
330,YPL266W,DIM1
4,YLR129W,DIP2
10,YOL021C,DIS3
135,YJL065C,DLS1
362,YHR115C,DMA1
34,YHR164C,DNA2
202,YKL213C,DOA1
23,YGL240W,DOC1
282,YDR141C,DOP1
119,YPR175W,DPB2
119,YBR278W,DPB3
119,YDR121W,DPB4
71,YIL103W,DPH1
71,YKL191W,DPH2
276,YKR071C,DRE2
20,YLL008W,DRS1
72,YNL258C,DSL1
101,YIR010W,DSN1
62,YPR017C,DSS4
1,YGL043W,DST1
41,YGL061C,DUO1
189,YDR424C,DYN2
49,YPR023C,EAF3
49,YEL018W,EAF5
49,YJR082C,EAF6
49,YNL136W,EAF7
75,YKL204W,EAP1
30,YKL172W,EBP2
328,YAL059W,ECM1
4,YMR128W,ECM16
16,YBR065C,ECM2
2,YHL030W,ECM29
183,YLR436C,ECM30
104,YEL015W,EDC3
171,YBL047C,EDE1
118,YAL003W,EFB1
71,YOR133W,EFT1
71,YDR385W,EFT2
264,YPL037C,EGD1
264,YHR193C,EGD2
3,YDR036C,EHD3
303,YPL046C,ELC1
48,YOR144C,ELG1
66,YGR200C,ELP2
66,YPL086C,ELP3
66,YPL101W,ELP4
66,YMR312W,ELP6
4,YLR186W,EMG1
108,YGL200C,EMP24
353,YLR083C,EMP70
310,YNL084C,END3
31,YGR254W,ENO1
31,YHR174W,ENO2
89,YBR247C,ENP1
57,YGR145W,ENP2
49,YFL024C,EPL1
20,YMR049C,ERB1
108,YAR002C-A,ERP1
108,YAL007C,ERP2
359,YDL018C,ERP3
359,YHR110W,ERP5
108,YML012W,ERV25
333,YML067C,ERV41
333,YAL042W,ERV46
49,YOR244W,ESA1
61,YOL017W,ESC8
184,YDR365C,ESF1
184,YNR054C,ESF2
42,YJL085W,EXO70
42,YBR102C,EXO84
157,YNL023C,FAP1
325,YKL182W,FAS1
325,YPL231W,FAS2
31,YKL060C,FBA1
237,YJL155C,FBP26
297,YNL325C,FIG4
11,YJR093C,FIP1
36,YLR342W,FKS1
13,YAL053W,FLC2
274,YIL098C,FMC1
307,YGR052W,FMP48
157,YNL135C,FPR1
20,YLR449W,FPR4
208,YLR060W,FRS1
208,YFL022C,FRS2
19,YAL035W,FUN12
373,YAL034C,FUN19
51,YIL097W,FYV10
3,YHR059W,FYV4
239,YGR196C,FYV8
5,YOL051W,GAL11
32,YLR081W,GAL2
76,YER027C,GAL83
28,YCL011C,GBP2
26,YOR260W,GCD1
232,YNL062C,GCD10
26,YER025W,GCD11
232,YJL125C,GCD14
26,YGR083C,GCD2
26,YDR211W,GCD6
26,YLR291C,GCD7
178,YGL195W,GCN1
178,YFR009W,GCN20
26,YKR026C,GCN3
7,YGR252W,GCN5
322,YOR375C,GDH1
27,YDL215C,GDH2
322,YAL062W,GDH3
113,YER136W,GDI1
316,YEL022W,GEA2
144,YGL020C,GET1
144,YER083C,GET2
144,YDL100C,GET3
178,YKL104C,GFA1
51,YCL039W,GID7
51,YMR135C,GID8
50,YNL153C,GIM3
50,YEL003W,GIM4
50,YML094W,GIM5
319,YDR507C,GIN4
378,YBR045C,GIP1
11,YPL137C,GIP3
213,YDR152W,GIR2
11,YER133W,GLC7
11,YMR311C,GLC8
38,YER107C,GLE2
145,YJL137C,GLG2
83,YCL040W,GLK1
375,YER040W,GLN3
18,YER122C,GLO3
96,YJL184W,GON7
192,YHR005C,GPA1
31,YKL152C,GPM1
350,YHR104W,GRE3
13,YDR517W,GRH1
27,YJR090C,GRR1
314,YDR098C,GRX3
314,YER174C,GRX4
25,YDR108W,GSG1
77,YLR293C,GSP1
77,YOR185C,GSP2
145,YFR015C,GSY1
145,YLR258W,GSY2
211,YDR221W,GTB1
137,YGL245W,GUS1
103,YMR192W,GYL1
103,YPL249C,GYP5
25,YJL044C,GYP6
177,YGL237C,HAP2
177,YBL021C,HAP3
177,YOR358W,HAP5
20,YMR290C,HAS1
17,YPL001W,HAT1
17,YEL056W,HAT2
19,YLR192C,HCR1
143,YNL021W,HDA1
143,YDR295C,HDA2
143,YPR179C,HDA3
7,YPL254W,HFI1
71,YGR187C,HGH1
17,YBR009C,HHF1
17,YNL030W,HHF2
128,YBR010W,HHT1
17,YNL031C,HHT2
17,YLL022C,HIF1
90,YBL008W,HIR1
90,YOR038C,HIR2
307,YCL030C,HIS4
357,YBR034C,HMT1
36,YJR075W,HOC1
230,YLR113W,HOG1
29,YGL194C,HOS2
29,YIL112W,HOS4
15,YMR172W,HOT1
90,YBR215W,HPC2
28,YDR138W,HPR1
28,YNL004W,HRB1
56,YOR267C,HRK1
84,YOL123W,HRP1
89,YPL204W,HRR25
45,YOL133W,HRT1
123,YMR186W,HSC82
225,YHL002W,HSE1
138,YMR288W,HSH155
138,YOR319W,HSH49
256,YLL026W,HSP104
176,YDR171W,HSP42
161,YLR259C,HSP60
123,YPL240C,HSP82
171,YDR225W,HTA1
128,YBL003C,HTA2
39,YDR224C,HTB1
128,YBL002W,HTB2
6,YCR020W-B,HTL1
39,YOL012C,HTZ1
28,YGL253W,HXK2
306,YNL037C,IDH1
306,YOR136W,IDH2
130,YJL146W,IDS2
9,YFL013C,IES1
9,YLR052W,IES3
9,YER092W,IES5
66,YHR187W,IKI1
66,YLR384C,IKI3
212,YLR355C,ILV5
187,YHR216W,IMD2
187,YLR432W,IMD3
187,YML056C,IMD4
8,YCR046C,IMG1
8,YCR071C,IMG2
24,YBR107C,IML3
4,YHR148W,IMP3
195,YNL075W,IMP4
9,YGL150C,INO80
389,YNL106C,INP52
61,YLR095C,IOC2
61,YFR013W,IOC3
61,YMR044W,IOC4
78,YHR085W,IPI1
78,YNL182C,IPI3
88,YBR011C,IPP1
182,YOL081W,IRA2
79,YIL026C,IRR1
290,YER048W-A,ISD11
360,YIR005W,IST3
61,YBR245C,ISW1
135,YOR304W,ISW2
292,YJR050W,ISY1
135,YGL133W,ITC1
1,YDL115C,IWR1
96,YKR038C,KAE1
84,YBR017C,KAP104
39,YGL241W,KAP114
373,YER110C,KAP123
391,YLR347C,KAP95
319,YCL024W,KCC4
326,YDR017C,KCS1
170,YHR158C,KEL1
170,YGR238C,KEL2
21,YGL173C,KEM1
248,YNL238W,KEX2
125,YIL125W,KGD1
125,YDR148C,KGD2
243,YHR102W,KIC1
53,YDL108W,KIN28
25,YGR166W,KRE11
57,YNL132W,KRE33
337,YNL308C,KRI1
107,YCL059C,KRR1
87,YGR040W,KSS1
71,YBL071W-A,KTI11
84,YBR205W,KTR3
181,YKL103C,LAP4
32,YOR181W,LAS17
158,YNL071W,LAT1
367,YMR296C,LCB1
367,YDR062W,LCB2
57,YER127W,LCP5
12,YPL213W,LEA1
15,YOR123C,LEO1
219,YNL104C,LEU4
219,YOR108W,LEU9
210,YPL055C,LGE1
54,YDL051W,LHP1
125,YFL018C,LPD1
10,YHR081W,LRP1
311,YFR024C-A,LSB3
227,YOR142W,LSC1
227,YGR244C,LSC2
21,YJL124C,LSM1
21,YBL026W,LSM2
21,YLR438C-A,LSM3
21,YER112W,LSM4
21,YER146W,LSM5
21,YDR378C,LSM6
21,YNL147W,LSM7
12,YJR022W,LSM8
82,YPL004C,LSP1
170,YAL024C,LTE1
89,YKL143W,LTV1
14,YDL087C,LUC7
63,YDL131W,LYS21
270,YGL086W,MAD1
270,YJL030W,MAD2
147,YEL053C,MAK10
251,YDR060W,MAK21
147,YPR051W,MAK3
147,YCR020C-A,MAK31
20,YBR142W,MAK5
395,YIL070C,MAM33
252,YLR244C,MAP1
217,YLR163C,MAS1
217,YHR024C,MAS2
148,YDL056W,MBP1
79,YDL003W,MCD1
2,YKL165C,MCD4
354,YDL054C,MCH1
24,YPR046W,MCM16
24,YDR318W,MCM21
24,YJR135C,MCM22
220,YOL076W,MDM20
166,YGL197W,MDS3
127,YOL111C,MDY2
34,YBR136W,MEC1
191,YLR288C,MEC3
5,YPR070W,MED1
5,YMR112C,MED11
5,YDL005C,MED2
5,YOR174W,MED4
5,YHR058C,MED6
5,YOL135C,MED7
5,YBR193C,MED8
137,YGR264C,MES1
234,YPL023C,MET12
234,YGL125W,MET13
110,YIL128W,MET18
205,YIL046W,MET30
205,YNL103W,MET4
58,YPL169C,MEX67
28,YML062C,MFT1
365,YNL218W,MGS1
8,YDR296W,MHR1
161,YNL085W,MKT1
33,YGL106W,MLC1
323,YPR188C,MLC2
169,YMR167W,MLH1
169,YLR035C,MLH2
102,YGL087C,MMS2
197,YEL019C,MMS21
27,YLR320W,MMS22
23,YIR025W,MND2
273,YHR204W,MNL1
36,YDR245W,MNN10
36,YJL183W,MNN11
36,YPL050C,MNN9
186,YIL106W,MOB1
283,YFL034C-B,MOB2
77,YJR074W,MOG1
61,YPL082C,MOT1
11,YKL059C,MPE1
95,YIR002C,MPH1
342,YJL066C,MPM1
4,YJR002W,MPP10
368,YPR112C,MRD1
163,YMR224C,MRE11
27,YGL143C,MRF1
3,YDR347W,MRP1
3,YDL045W-A,MRP10
3,YGR084C,MRP13
8,YDR405W,MRP20
3,YBL090W,MRP21
3,YHL004W,MRP4
8,YKL167C,MRP49
3,YPL118W,MRP51
8,YNL005C,MRP7
82,YKL142W,MRP8
8,YDR116C,MRPL1
8,YNL284C,MRPL10
8,YKR006C,MRPL13
8,YLR312W-A,MRPL15
8,YBL038W,MRPL16
8,YNL252C,MRPL17
295,YNL185C,MRPL19
8,YKR085C,MRPL20
398,YOR150W,MRPL23
8,YMR193W,MRPL24
8,YDR462W,MRPL28
8,YMR024W,MRPL3
8,YDR322W,MRPL35
8,YBR122C,MRPL36
295,YBR268W,MRPL37
8,YLR439W,MRPL4
8,YPL173W,MRPL40
8,YDR237W,MRPL7
8,YJL063C,MRPL8
8,YGR220C,MRPL9
3,YPL013C,MRPS16
3,YMR188C,MRPS17
3,YNL306W,MRPS18
3,YDR337W,MRPS28
3,YGR165W,MRPS35
3,YBR251W,MRPS5
3,YMR158W,MRPS8
3,YBR146W,MRPS9
113,YOR370C,MRS6
30,YKL009W,MRT4
95,YOL090W,MSH2
95,YCR092C,MSH3
95,YDR097C,MSH6
134,YBR195C,MSI1
262,YLR116W,MSL5
340,YLR203C,MSS51
332,YDL044C,MTF2
10,YGR158C,MTR3
207,YJL050W,MTR4
101,YAL034W-A,MTW1
14,YBR119W,MUD1
262,YKL074C,MUD2
73,YPL070W,MUK1
323,YHR023W,MYO1
33,YOR326W,MYO2
33,YKL129C,MYO3
33,YAL029C,MYO4
33,YMR109W,MYO5
84,YGL122C,NAB2
111,YPL190C,NAB3
111,YML117W,NAB6
215,YLR382C,NAM2
14,YHR086W,NAM8
3,YNL137C,NAM9
4,YPL126W,NAN1
39,YKR048C,NAP1
110,YNL240C,NAR1
2,YGR232W,NAS6
69,YDL040C,NAT1
220,YPR131C,NAT3
69,YOR253W,NAT5
193,YDR162C,NBP2
29,YHR042W,NCP1
385,YHR124W,NDT80
290,YCL017C,NFS1
7,YDR176W,NGG1
9,YDL002C,NHP10
38,YFR002W,NIC96
19,YMR309C,NIP1
44,YPL211W,NIP7
39,YNL078W,NIS1
24,YDR383C,NKP1
24,YLR315W,NKP2
280,YLR328W,NMA1
280,YGR010W,NMA2
334,YHR170W,NMD3
101,YJR112W,NNF1
20,YOR206W,NOC2
20,YLR002C,NOC3
4,YPR144C,NOC4
30,YPL093W,NOG1
281,YNR053C,NOG2
392,YDL014W,NOP1
4,YDL148C,NOP14
30,YNL110C,NOP15
30,YNL061W,NOP2
91,YPL146C,NOP53
83,YOR310C,NOP58
30,YGR103W,NOP7
301,YOL144W,NOP8
343,YPR072W,NOT5
229,YDR432W,NPL3
70,YBR170C,NPL4
6,YMR091C,NPL6
111,YNL251C,NRD1
44,YGL111W,NSA1
172,YER126C,NSA2
196,YDR288W,NSE3
196,YDL105W,NSE4
101,YPL233W,NSL1
38,YJL041W,NSP1
107,YGR159C,NSR1
2,YJR062C,NTA1
292,YBR188C,NTC20
222,YDR001C,NTH1
222,YBR001C,NTH2
275,YPR031W,NTO1
206,YKR022C,NTR2
164,YJL208C,NUC1
93,YOL069W,NUF2
30,YER006W,NUG1
10,YOR098C,NUP1
38,YMR047C,NUP116
58,YKL057C,NUP120
162,YKR082W,NUP133
58,YGL092W,NUP145
38,YIL115C,NUP159
304,YBL079W,NUP170
10,YLR335W,NUP2
38,YGL172W,NUP49
304,YMR153W,NUP53
38,YGR119C,NUP57
10,YAR002W,NUP60
38,YJL061W,NUP82
58,YDL116W,NUP84
58,YJR042W,NUP85
5,YGL151W,NUT1
5,YPR168W,NUT2
81,YNL099C,OCA1
81,YNL056W,OCA2
81,YCR095C,OCA4
81,YHL029C,OCA5
24,YGR179C,OKP1
336,YHL020C,OPI1
65,YML065W,ORC1
65,YBR060C,ORC2
65,YLL004W,ORC3
65,YPR162C,ORC4
65,YNL261W,ORC5
65,YHR118C,ORC6
371,YDL019C,OSH2
13,YJR051W,OSM1
327,YJL002C,OST1
70,YFL044C,OTU1
372,YHR179W,OYE2
372,YPL171C,OYE3
159,YDR071C,PAA1
204,YER165W,PAB1
50,YGR078C,PAC10
189,YDR488C,PAC11
15,YBR279W,PAF1
310,YIR006C,PAN1
233,YGL094C,PAN2
233,YKL025C,PAN3
11,YKR002W,PAP1
91,YOL115W,PAP2
21,YCR077C,PAT1
193,YJL128C,PBS2
104,YBR094W,PBY1
115,YDR228C,PCF11
45,YIL071C,PCI8
18,YIL050W,PCL7
18,YPL219W,PCL8
365,YEL058W,PCM1
10,YGR202C,PCT1
158,YER178W,PDA1
158,YBR221C,PDB1
31,YLR044C,PDC1
273,YCL043C,PDI1
17,YMR076C,PDS5
269,YER149C,PEA2
32,YBL017C,PEP1
320,YOR036W,PEP12
60,YLR148W,PEP3
130,YPL154C,PEP4
60,YMR231W,PEP5
73,YJL053W,PEP8
26,YMR257C,PET111
363,YER153C,PET122
3,YOR158W,PET123
339,YJL023C,PET130
21,YDL065C,PEX19
50,YJL179W,PFD1
136,YGR240C,PFK1
136,YMR205C,PFK2
2,YIL107C,PFK26
11,YNL317W,PFS2
5,YGL025C,PGD1
31,YBR196C,PGI1
31,YCR012W,PGK1
36,YGR132C,PHB1
36,YGR231C,PHB2
22,YNL097C,PHO23
18,YOL001W,PHO80
139,YGR233C,PHO81
103,YML123C,PHO84
18,YPL031C,PHO85
37,YOR386W,PHR1
353,YDR313C,PIB1
286,YHR034C,PIH1
326,YNL267W,PIK1
82,YGR086C,PIL1
352,YKL164C,PIR1
82,YDR490C,PKH1
331,YOR281C,PLP2
350,YGL006W,PMC1
169,YNL082W,PMS1
330,YOR145C,PNO1
17,YML069W,POB3
106,YNL102W,POL1
106,YBL035C,POL12
119,YNL262W,POL2
317,YBR088C,POL30
160,YJR043C,POL32
25,YCR014C,POL4
4,YEL055C,POL5
55,YNL221C,POP1
59,YNR052C,POP2
55,YNL282W,POP3
55,YBR257W,POP4
55,YAL033W,POP5
55,YBR167C,POP7
55,YBL018C,POP8
37,YDL134C,PPH21
37,YDL188C,PPH22
64,YDR075W,PPH3
124,YDR452W,PPN1
123,YGR123C,PPT1
358,YML016C,PPZ1
344,YDR436W,PPZ2
13,YER012W,PRE1
13,YOR362C,PRE10
13,YPR103W,PRE2
13,YJL001W,PRE3
13,YFR050C,PRE4
13,YMR314W,PRE5
13,YOL038W,PRE6
13,YBL041W,PRE7
13,YML092C,PRE8
13,YGR135W,PRE9
106,YIR008C,PRI1
106,YKL045W,PRI2
117,YIL095W,PRK1
255,YOR323C,PRO2
12,YDL043C,PRP11
24,YGR006W,PRP18
16,YLL036C,PRP19
12,YJL203W,PRP21
21,YMR268C,PRP24
12,YDR473C,PRP3
12,YGR091W,PRP31
12,YGR075C,PRP38
14,YML046W,PRP39
12,YPR178W,PRP4
14,YKL012W,PRP40
14,YDR235W,PRP42
206,YGL120C,PRP43
16,YAL032C,PRP45
16,YPL151C,PRP46
12,YBR055C,PRP6
12,YHR165C,PRP8
12,YDL030W,PRP9
19,YOR361C,PRT1
189,YBL064C,PRX1
246,YMR308C,PSE1
85,YDR013W,PSF1
85,YJL072C,PSF2
85,YOL146W,PSF3
17,YOL054W,PSH1
338,YAL017W,PSK1
338,YOL045W,PSK2
357,YML017W,PSP2
165,YLL010C,PSR1
165,YLR019W,PSR2
361,YDR032C,PST2
64,YNL201C,PSY2
64,YBL046W,PSY4
11,YAL043C,PTA1
193,YDL006W,PTC1
159,YER089C,PTC2
159,YBL056W,PTC3
249,YBR125C,PTC4
255,YCR079W,PTC6
253,YHR076W,PTC7
11,YGR156W,PTI1
179,YNL016W,PUB1
20,YDR496C,PUF6
13,YOR157C,PUP1
13,YGR253C,PUP2
13,YER094C,PUP3
20,YLR196W,PWP1
4,YCR057C,PWP2
21,YKL188C,PXA2
200,YPR191W,QCR2
277,YHR074W,QNS1
154,YPL022W,RAD1
154,YML095C,RAD10
122,YMR201C,RAD14
122,YBR114W,RAD16
250,YCR066W,RAD18
317,YKL113C,RAD27
53,YER171W,RAD3
2,YDR314C,RAD34
122,YER162C,RAD4
163,YNL250W,RAD50
34,YER095W,RAD51
34,YML032C,RAD52
90,YPL153C,RAD53
250,YGL058W,RAD6
303,YJR052W,RAD7
149,YGL246C,RAI1
167,YDL090C,RAM1
167,YKL019W,RAM2
291,YOR101W,RAS1
291,YNL098C,RAS2
149,YOR048C,RAT1
35,YJR033C,RAV1
176,YDR202C,RAV2
335,YAL036C,RBG1
213,YGR173W,RBG2
230,YLR248W,RCK2
368,YOL010W,RCL1
22,YMR075W,RCO1
2,YJL204C,RCY1
13,YLR263W,RED1
11,YDR195W,REF2
117,YDR028C,REG1
334,YBR267W,REI1
1,YOR207C,RET1
18,YFR051C,RET2
18,YPL010W,RET3
387,YOR346W,REV1
47,YPL167C,REV3
34,YAR007C,RFA1
34,YNL312W,RFA2
34,YJL173C,RFA3
48,YOR217W,RFC1
48,YJR068W,RFC2
48,YNL290W,RFC3
48,YOL094C,RFC4
48,YBR087W,RFC5
313,YOR279C,RFM1
361,YBR052C,RFS1
239,YBR260C,RGD1
141,YDR137W,RGP1
5,YLR071C,RGR1
141,YLR039C,RIC1
34,YHL027W,RIM101
39,YMR139W,RIM11
6,YFL033C,RIM15
89,YNL207W,RIO2
78,YHR197W,RIX1
44,YLL034C,RIX7
175,YPL208W,RKM1
134,YPR018W,RLF2
19,YDR091C,RLI1
30,YNL002C,RLP7
28,YNL139C,RLR1
51,YDR255C,RMD5
115,YMR061W,RNA14
115,YGL044C,RNA15
190,YNL072W,RNH201
190,YDR279W,RNH202
190,YLR154C,RNH203
94,YER070W,RNR1
94,YJL026W,RNR2
94,YGR180C,RNR4
207,YMR239C,RNT1
88,YLR371W,ROM2
211,YBR229C,ROT2
5,YBL093C,ROX3
1,YJR063W,RPA12
1,YPR010C,RPA135
1,YDR156W,RPA14
1,YOR341W,RPA190
1,YJL148W,RPA34
1,YOR340C,RPA43
1,YNL248C,RPA49
1,YOR210W,RPB10
1,YOL005C,RPB11
1,YOR151C,RPB2
1,YIL021W,RPB3
1,YJL140W,RPB4
1,YBR154C,RPB5
1,YDR404C,RPB7
1,YOR224C,RPB8
1,YGL070C,RPB9
1,YDR045C,RPC11
1,YJL011C,RPC17
1,YNL113W,RPC19
1,YKL144C,RPC25
1,YNL151C,RPC31
1,YNR003C,RPC34
1,YKR025W,RPC37
1,YPR110C,RPC40
1,YDL150W,RPC53
1,YPR190C,RPC82
22,YNL330C,RPD3
44,YHR088W,RPF1
30,YKR081C,RPF2
19,YBR079C,RPG1
63,YLR075W,RPL10
251,YOL120C,RPL18A
57,YOR312C,RPL20B
175,YER117W,RPL23B
349,YOL127W,RPL25
369,YGL103W,RPL28
393,YOR063W,RPL3
369,YDL075W,RPL31A
57,YBR031W,RPL4A
63,YDR012W,RPL4B
228,YGL076C,RPL7A
228,YPL198W,RPL7B
57,YLL045C,RPL8B
339,YML091C,RPM2
2,YHR027C,RPN1
2,YHR200W,RPN10
2,YFR004W,RPN11
2,YFR052W,RPN12
2,YLR421C,RPN13
2,YIL075C,RPN2
2,YER021W,RPN3
2,YDL147W,RPN5
2,YDL097C,RPN6
2,YPR108W,RPN7
2,YOR261C,RPN8
2,YDR427W,RPN9
1,YDL140C,RPO21
1,YPR187W,RPO26
1,YOR116C,RPO31
302,YLR340W,RPP0
55,YHR062C,RPP1
349,YDR382W,RPP2B
184,YDR025W,RPS11A
63,YML063W,RPS1B
63,YNL178W,RPS3
69,YJR145C,RPS4A
69,YHR203C,RPS4B
63,YPL090C,RPS6A
19,YBL072C,RPS8A
19,YER102W,RPS8B
2,YKL145W,RPT1
2,YDL007W,RPT2
2,YDR394W,RPT3
2,YOR259C,RPT4
2,YOR117W,RPT5
2,YGL048C,RPT6
64,YIL153W,RRD1
223,YPL152W,RRD2
45,YDL216C,RRI1
45,YOL117W,RRI2
284,YBL014C,RRN6
284,YJL025W,RRN7
44,YDR087C,RRP1
18,YPR143W,RRP15
