ABE,16,ALB,ATL,BGM,BOS,CLE,CLT,CVG,DTW,IAD,MDT,ORD,ORH,PHL,PIT,SFB,YYZ
ABI,2,DFW,IFP
ABQ,39,ALM,AMA,ATL,BWI,CNM,COS,CVG,CVN,DFW,DEN,DRO,ELP,FMN,GUP,IAH,IFP,LAS,LAX,LBB,MAF,MCI,MCO,ORD,MSP,SFO,OKC,PDX,PHX,ROW,RUI,SAF,SAN,SEA,SLC,STL,SVC,TPA,TSM,TUS
ABR,3,ATY,MSP,PIR
ABY,1,ATL
ACK,10,ALB,BED,BOS,IAD,EWB,EWR,HYA,MVY,PHL,PVD
ACT,1,DFW
ACV,5,CEC,PDX,RDD,SFO,SMF
ACY,14,BED,BWI,CVG,DTW,FLL,HPN,MCO,MVY,MYR,PBI,PHL,PSM,RSW,TPA
AEX,4,DFW,GTR,IAH,MEM
AGS,4,ATL,CHS,CLT,SAV
AHN,1,CLT
AIA,2,CDR,DEN
ALB,36,ABE,ACK,ATL,BDL,BGM,BGR,BOS,BTV,BUF,BWI,CLE,CLT,CVG,IAD,DTW,EWR,HPN,ISP,LAS,LEB,MCO,MDT,MHT,MSP,ORD,PHL,PIT,PVD,PWM,ROC,SLK,SYR,UCA,YOW,YUL,YYZ
ALM,2,ABQ,RUI
ALO,3,MSP,ORD,STL
ALS,1,DEN
ALW,1,SEA
AMA,6,ABQ,DFW,DEN,IAH,IFP,LAS
AOO,3,JST,LNS,PIT
APF,6,EYW,FLL,MIA,MTH,TPA,SFB
APN,2,CIU,DTW
ART,3,MSS,OGS,PIT
ASE,6,DEN,LAX,MEM,MSP,PHX,SFO
